type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb
link	post_page_228735667216	228735667216_10155516042057217	https://www.facebook.com/228735667216/posts/10155516042057217	"This is what life is like when you have just 50 litres of water a day."	https://external.xx.fbcdn.net/safe_image.php?d=AQCVo-CliGL7Cit7&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F652D%2Fproduction%2F_99710952_4e6e5669-56bc-4b80-b565-9ded70641b00.jpg&cfs=1&sx=49&sy=0&sw=576&sh=576&_nc_hash=AQD_fJSg4i1rcpu2	https://external.xx.fbcdn.net/safe_image.php?d=AQAFy0mxwL7xmmTm&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F652D%2Fproduction%2F_99710952_4e6e5669-56bc-4b80-b565-9ded70641b00.jpg&_nc_hash=AQD0FKZSEafarwU3	http://bbc.in/2G8iN6t	bbc.in	2018-01-24T15:04:07+0000	1516806247	"2018-01-24 16:04:07"	2293	879	4143	1023	6045
link	post_page_228735667216	228735667216_10155515894702217	https://www.facebook.com/228735667216/posts/10155515894702217	"A businessman  who helped to organise a men-only charity dinner where hostesses were allegedly groped  quits his UK government role."	https://external.xx.fbcdn.net/safe_image.php?d=AQBqQh-UdracoKIS&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fimages%2Fic%2F1024x576%2Fp05vwxlx.jpg&cfs=1&sx=272&sy=0&sw=576&sh=576&_nc_hash=AQDo-tbXVG7baqeC	https://external.xx.fbcdn.net/safe_image.php?d=AQChkwBjlic4gocy&url=https%3A%2F%2Fichef.bbci.co.uk%2Fimages%2Fic%2F1024x576%2Fp05vwxlx.jpg&_nc_hash=AQCxH0AXXYjvRTOM	http://bbc.in/2F8mnw4	bbc.in	2018-01-24T13:51:38+0000	1516801898	"2018-01-24 14:51:38"	1653	603	1930	129	2662
video	post_page_228735667216	228735667216_1602984063119134	https://www.facebook.com/228735667216/posts/1602984063119134	"This deaf mum is suing Little Mix s promoter for not providing a sign language interpreter for the full duration of a concert. http://bbc.in/2E4jDAI"	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/26706322_1602962709787936_3074148487361724416_n.jpg?oh=588a68ec08e76a485ba3e8191f45dfd4&oe=5ADEE857	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/26706322_1602962709787936_3074148487361724416_n.jpg?oh=70518828bc6a25a55b22a4351aaf0014&oe=5AF02375	https://www.facebook.com/bbcnews/videos/1602984063119134/	facebook.com	2018-01-24T13:00:00+0000	1516798800	"2018-01-24 14:00:00"	2273	2781	3591	413	6785
link	post_page_228735667216	228735667216_10155515736987217	https://www.facebook.com/228735667216/posts/10155515736987217	"Award-winning US science fiction and fantasy author Ursula K Le Guin has died  aged 88."	https://external.xx.fbcdn.net/safe_image.php?d=AQClDB01MX9v5sp0&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F16B54%2Fproduction%2F_99721039_gettyimages-459260080.jpg&cfs=1&sx=188&sy=0&sw=576&sh=576&_nc_hash=AQDNL41HpuWzHVLj	https://external.xx.fbcdn.net/safe_image.php?d=AQBvshGDG7sbqyhS&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F16B54%2Fproduction%2F_99721039_gettyimages-459260080.jpg&_nc_hash=AQAyZcxtCW4p99zu	http://bbc.in/2GcWSvc	bbc.in	2018-01-24T12:24:59+0000	1516796699	"2018-01-24 13:24:59"	1193	145	2680	373	3198
link	post_page_228735667216	228735667216_10155515651077217	https://www.facebook.com/228735667216/posts/10155515651077217	" If you had asked me before I would have said  never in a million years . I d have laughed in your face. "	https://external.xx.fbcdn.net/safe_image.php?d=AQDlLaUedmDGF3Kx&w=130&h=130&url=https%3A%2F%2Fnews.files.bbci.co.uk%2Fvj%2Flive%2Fidt-images%2Fshorthand-homeless_by_sea%2F976x500--facebook-homeless-_d8baj.jpg&cfs=1&sx=386&sy=0&sw=500&sh=500&_nc_hash=AQBDFq0tFIlrEoBF	https://external.xx.fbcdn.net/safe_image.php?d=AQC2qfaRaPF0z8OL&url=https%3A%2F%2Fnews.files.bbci.co.uk%2Fvj%2Flive%2Fidt-images%2Fshorthand-homeless_by_sea%2F976x500--facebook-homeless-_d8baj.jpg&_nc_hash=AQCAKINGljI4s8Vb	http://bbc.in/2Gc8pdS	bbc.in	2018-01-24T11:39:25+0000	1516793965	"2018-01-24 12:39:25"	1558	225	2049	267	2541
video	post_page_228735667216	228735667216_10156012769372114	https://www.facebook.com/228735667216/posts/10156012769372114	"Remember the name: Anna Hursey.  She s 11  she s brilliant at table tennis and now she s going to the Commonwealth Games. 🏓 (via BBC Sport Wales)"	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/27246788_10156013756702114_7059017877575172096_n.jpg?oh=910899e4d592afe1fcb908583df78899&oe=5AE19610	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/27246788_10156013756702114_7059017877575172096_n.jpg?oh=abbf599236ae22a63ef0c538048825cf&oe=5B244EE2	https://www.facebook.com/bbcnews/videos/10156012769372114/	facebook.com	2018-01-24T11:32:59+0000	1516793579	"2018-01-24 12:32:59"	10117	1067	11439	1769	14275
video	post_page_228735667216	228735667216_10155575110808649	https://www.facebook.com/228735667216/posts/10155575110808649	"These crows are making hooks to help them get food... something that even chimps don t do. 🙉   (via BBC Science News)"	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/27256577_10155572714308649_6928848925050798080_n.jpg?oh=05b975e8c2e05b05de0110b20bc78b45&oe=5AE6451C	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/27256577_10155572714308649_6928848925050798080_n.jpg?oh=b20eca8977e0987bbf75f70303c6e33f&oe=5ADFF8EE	https://www.facebook.com/bbcnews/videos/10155575110808649/	facebook.com	2018-01-24T10:14:00+0000	1516788840	"2018-01-24 11:14:00"	20285	2377	28580	16798	47755
link	post_page_228735667216	228735667216_10155515453732217	https://www.facebook.com/228735667216/posts/10155515453732217	"Lots of people in New Zealand have taken up knitting and will donate their creations to charity.  #KnitForJacinda 🧶"	https://external.xx.fbcdn.net/safe_image.php?d=AQD0H3650iB0iA9A&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2FEDF0%2Fproduction%2F_99721906_istock-482618976.jpg&cfs=1&_nc_hash=AQBYhwD2EMKRqi3L	https://external.xx.fbcdn.net/safe_image.php?d=AQCXRso3K1IeiC-u&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2FEDF0%2Fproduction%2F_99721906_istock-482618976.jpg&_nc_hash=AQBBDkJYen__TwV_	http://bbc.in/2E31m6E	bbc.in	2018-01-24T10:00:23+0000	1516788023	"2018-01-24 11:00:23"	2274	186	2563	200	2949
video	post_page_228735667216	228735667216_10156028930263895	https://www.facebook.com/228735667216/posts/10156028930263895	" I am not afraid.   Former UK Culture Secretary  Tessa Jowell  has spoken about having a  clear sense of purpose  despite being diagnosed with brain cancer last year. http://bbc.in/2n7stFJ  (via The Today Programme)"	https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/26703104_10156028866073895_6603536149157773312_n.jpg?oh=b5c6d6e310fc134a1a73d1d9821c9b1b&oe=5ADD4944	https://scontent.xx.fbcdn.net/v/t15.0-10/p720x720/26703104_10156028866073895_6603536149157773312_n.jpg?oh=7500876939a89b66492a66aed4d20c29&oe=5ADBB7B6	https://www.facebook.com/bbcnews/videos/10156028930263895/	facebook.com	2018-01-24T09:00:00+0000	1516784400	"2018-01-24 10:00:00"	3049	776	4658	423	5857
link	post_page_228735667216	228735667216_10155515245402217	https://www.facebook.com/228735667216/posts/10155515245402217	" They had a legal duty to provide an interpreter   says Sally Reynolds whose daughter is a big fan of Little Mix."	https://external.xx.fbcdn.net/safe_image.php?d=AQCwU0P16aCd7eXQ&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fimages%2Fic%2F1024x576%2Fp05vx3bj.jpg&cfs=1&sx=448&sy=0&sw=576&sh=576&_nc_hash=AQC4313SRKSq3pEY	https://external.xx.fbcdn.net/safe_image.php?d=AQCDXIo8dAdmxWi4&url=https%3A%2F%2Fichef.bbci.co.uk%2Fimages%2Fic%2F1024x576%2Fp05vx3bj.jpg&_nc_hash=AQCVP0dJZnJQ_aEd	http://bbc.in/2F5sD7Z	bbc.in	2018-01-24T07:58:17+0000	1516780697	"2018-01-24 08:58:17"	4027	2582	6159	367	9108
link	post_page_228735667216	228735667216_10155515178232217	https://www.facebook.com/228735667216/posts/10155515178232217	"There s been an explosion outside the office of the international charity Save the Children in the eastern Afghan city of Jalalabad.  At least 11 people are believed to be injured."	https://external.xx.fbcdn.net/safe_image.php?d=AQDIJfRNKvhbEAN_&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F16E92%2Fproduction%2F_99724839_044289820-1.jpg&cfs=1&_nc_hash=AQCqt_9IrX8Z6KUs	https://external.xx.fbcdn.net/safe_image.php?d=AQBicXc06gSPcMAY&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F16E92%2Fproduction%2F_99724839_044289820-1.jpg&_nc_hash=AQDDwux7bc8e8wqv	http://bbc.in/2Bp4Uxf	bbc.in	2018-01-24T07:17:06+0000	1516778226	"2018-01-24 08:17:06"	1503	422	2747	319	3488
link	post_page_228735667216	228735667216_10155514496852217	https://www.facebook.com/228735667216/posts/10155514496852217	"Authorities say they have found the man who murdered six-year-old Zainab Ansari  whose death led to the #JusticeForZainab hashtag."	https://external.xx.fbcdn.net/safe_image.php?d=AQC2_PawSe9cINMH&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fimages%2Fic%2F1024x576%2Fp05tkssf.jpg&cfs=1&sx=257&sy=0&sw=576&sh=576&_nc_hash=AQAlOwhZoRe4hdcf	https://external.xx.fbcdn.net/safe_image.php?d=AQAAFVfXCQfpO6nf&url=https%3A%2F%2Fichef.bbci.co.uk%2Fimages%2Fic%2F1024x576%2Fp05tkssf.jpg&_nc_hash=AQASStRXwhxwUQBb	http://bbc.in/2DAexPy	bbc.in	2018-01-24T02:05:06+0000	1516759506	"2018-01-24 03:05:06"	5329	516	6679	343	7538
link	post_page_228735667216	228735667216_10155514415032217	https://www.facebook.com/228735667216/posts/10155514415032217	"The head of Microsoft says superfast quantam computers are needed to solve difficult problems."	https://external.xx.fbcdn.net/safe_image.php?d=AQBafaA_VGvlFg0v&w=130&h=130&url=https%3A%2F%2Fichef-1.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2FDB26%2Fproduction%2F_99720165_nadellagetty.jpg&cfs=1&sx=177&sy=0&sw=576&sh=576&_nc_hash=AQDBkgnV1gssFRk9	https://external.xx.fbcdn.net/safe_image.php?d=AQC0fm5hg-oIU4Mc&url=https%3A%2F%2Fichef-1.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2FDB26%2Fproduction%2F_99720165_nadellagetty.jpg&_nc_hash=AQAEzBsiQ0Rr0GQN	http://bbc.in/2BpnJQQ	bbc.in	2018-01-24T01:26:06+0000	1516757166	"2018-01-24 02:26:06"	1388	280	1566	174	2020
link	post_page_228735667216	228735667216_10155514324712217	https://www.facebook.com/228735667216/posts/10155514324712217	"US Attorney General Jeff Sessions appears to be the first member of the president s cabinet to be questioned."	https://external.xx.fbcdn.net/safe_image.php?d=AQA0LLSNDlwm94_h&w=130&h=130&url=https%3A%2F%2Fichef-1.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F16C4D%2Fproduction%2F_99716239_gettyimages-695237962.jpg&cfs=1&sx=132&sy=0&sw=576&sh=576&_nc_hash=AQC5QwOL2djHseSN	https://external.xx.fbcdn.net/safe_image.php?d=AQDUReaFlDu6dOZn&url=https%3A%2F%2Fichef-1.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F16C4D%2Fproduction%2F_99716239_gettyimages-695237962.jpg&_nc_hash=AQB7maJno61Z8m6i	http://bbc.in/2G8qzNR	bbc.in	2018-01-24T00:46:03+0000	1516754763	"2018-01-24 01:46:03"	1471	440	1726	111	2277
link	post_page_228735667216	228735667216_10155514229727217	https://www.facebook.com/228735667216/posts/10155514229727217	"Minutes  seconds and flicks. 🕰️ Why a Facebook engineer has invented a new unit of time called a flick."	https://external.xx.fbcdn.net/safe_image.php?d=AQCDVLs84Lw8GQ96&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2FA9D8%2Fproduction%2F_99708434_000162748.jpg&cfs=1&_nc_hash=AQDRiD7ytHap61Z1	https://external.xx.fbcdn.net/safe_image.php?d=AQB2ntMA4y5V2fIT&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2FA9D8%2Fproduction%2F_99708434_000162748.jpg&_nc_hash=AQCx8O6g36JREtPz	http://bbc.in/2F6JgjC	bbc.in	2018-01-24T00:06:05+0000	1516752365	"2018-01-24 01:06:05"	968	211	1225	222	1658
link	post_page_228735667216	228735667216_10155514118742217	https://www.facebook.com/228735667216/posts/10155514118742217	"A statue of Margaret Thatcher will not go on display opposite the Houses of Parliament over fears it could be vandalised."	https://external.xx.fbcdn.net/safe_image.php?d=AQBMyp9I6wM7zmNa&w=130&h=130&url=https%3A%2F%2Fichef-1.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F2D47%2Fproduction%2F_99719511_044126940-1.jpg&cfs=1&sx=242&sy=0&sw=576&sh=576&_nc_hash=AQBsSpiteUiZTrSe	https://external.xx.fbcdn.net/safe_image.php?d=AQCB8ECKBxK8j3vv&url=https%3A%2F%2Fichef-1.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F2D47%2Fproduction%2F_99719511_044126940-1.jpg&_nc_hash=AQAl6y5kRREV5sjU	http://bbc.in/2n6bljw	bbc.in	2018-01-23T23:26:00+0000	1516749960	"2018-01-24 00:26:00"	2891	2135	4794	649	7578
link	post_page_228735667216	228735667216_10155514027612217	https://www.facebook.com/228735667216/posts/10155514027612217	"Cardiff-based kayak instructor Adam Vaughan was caught up in flash floods that killed two others."	https://external.xx.fbcdn.net/safe_image.php?d=AQBsRpkx2EgenV-M&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F551E%2Fproduction%2F_99709712_adamvaughankayak.jpg&cfs=1&sx=393&sy=0&sw=576&sh=576&_nc_hash=AQAcDkbY1lj-eJH4	https://external.xx.fbcdn.net/safe_image.php?d=AQDiZqQ4iTFl3wgG&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F551E%2Fproduction%2F_99709712_adamvaughankayak.jpg&_nc_hash=AQC60OXYFhvrVWjX	http://bbc.in/2F5hfJn	bbc.in	2018-01-23T22:44:02+0000	1516747442	"2018-01-23 23:44:02"	692	45	1024	47	1116
link	post_page_228735667216	228735667216_10155513915367217	https://www.facebook.com/228735667216/posts/10155513915367217	"Elon Musk s underground LA tunnel will transport passengers in pods travelling at 125-150 mph."	https://external.xx.fbcdn.net/safe_image.php?d=AQDwCATmSF1IC4pV&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F10AC2%2Fproduction%2F_99709286_elonmusk.jpg&cfs=1&sx=119&sy=0&sw=576&sh=576&_nc_hash=AQDyOeHvkzqlPJUs	https://external.xx.fbcdn.net/safe_image.php?d=AQD7Lu_THU4W5gZR&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F10AC2%2Fproduction%2F_99709286_elonmusk.jpg&_nc_hash=AQCxNwPzRdBV0KDM	http://bbc.in/2G7Y42G	bbc.in	2018-01-23T22:06:04+0000	1516745164	"2018-01-23 23:06:04"	2083	435	2484	217	3136
link	post_page_228735667216	228735667216_10155513808277217	https://www.facebook.com/228735667216/posts/10155513808277217	"This woman became the face of protests in Iran when she removed and waved her headscarf. Now Iranians are asking; where is she?"	https://external.xx.fbcdn.net/safe_image.php?d=AQDUcG6jNkKKR59B&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F1617E%2Fproduction%2F_99449409_d0f6e1f9-e071-4c7b-98f1-d0afa890e385.jpg&cfs=1&_nc_hash=AQBrPD_24MJpDzWX	https://external.xx.fbcdn.net/safe_image.php?d=AQDJOOqmv5-Zu4xo&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F1617E%2Fproduction%2F_99449409_d0f6e1f9-e071-4c7b-98f1-d0afa890e385.jpg&_nc_hash=AQBZ0QMBXV7Com9s	http://bbc.in/2F5YCon	bbc.in	2018-01-23T21:21:38+0000	1516742498	"2018-01-23 22:21:38"	3959	858	4777	447	6082
link	post_page_228735667216	228735667216_10155513665627217	https://www.facebook.com/228735667216/posts/10155513665627217	"A woman fighting to stop doctors ending life support for her 11-month-old son tells a London judge that God should decide when he dies."	https://external.xx.fbcdn.net/safe_image.php?d=AQD6g78XXAgMRSbE&w=130&h=130&url=https%3A%2F%2Fichef-1.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F17C77%2Fproduction%2F_98699379_mediaitem98699378.jpg&cfs=1&sx=220&sy=0&sw=576&sh=576&_nc_hash=AQCTfkTZEF7fDBv8	https://external.xx.fbcdn.net/safe_image.php?d=AQDjJ3O0fch9Yh9u&url=https%3A%2F%2Fichef-1.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F17C77%2Fproduction%2F_98699379_mediaitem98699378.jpg&_nc_hash=AQBgMAUGnf2DILjW	http://bbc.in/2DzZJQS	bbc.in	2018-01-23T20:38:37+0000	1516739917	"2018-01-23 21:38:37"	3971	3130	6438	332	9900
link	post_page_228735667216	228735667216_10155513620677217	https://www.facebook.com/228735667216/posts/10155513620677217	"Two 15-year-olds have been killed after a student opened fire at a school in Kentucky  US."	https://external.xx.fbcdn.net/safe_image.php?d=AQAakPCX9WCVg3Yk&w=130&h=130&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F2257%2Fproduction%2F_99719780_cbsn.jpg&cfs=1&_nc_hash=AQCBdiL3ZaVInbY2	https://external.xx.fbcdn.net/safe_image.php?d=AQBqjcz9pD_ZAZgY&url=https%3A%2F%2Fichef.bbci.co.uk%2Fnews%2F1024%2Fbranded_news%2F2257%2Fproduction%2F_99719780_cbsn.jpg&_nc_hash=AQAp0xOSCvCxZu0F	http://bbc.in/2DBJeDZ	bbc.in	2018-01-23T20:26:04+0000	1516739164	"2018-01-23 21:26:04"	4918	3245	14622	2402	20269
